시리즈,연월,중앙값_만원_m2
울산,2017-12,305.3763440860215
울산,2018-01,294.4908623031653
울산,2018-02,288.86670057710546
울산,2018-03,293.1463943856893
울산,2018-04,293.78170989782905
울산,2018-05,276.3920382968002
울산,2018-06,292.97564419343456
울산,2018-07,291.14113972723135
울산,2018-08,274.0186601664285
울산,2018-09,289.27009754456776
울산,2018-10,290.810619885795
울산,2018-11,268.2680998472674
울산,2018-12,269.6479297272784
울산,2019-01,274.383465084704
울산,2019-02,266.0554538985463
울산,2019-03,271.70050042303035
울산,2019-04,276.503118013884
울산,2019-05,278.8166135789165
울산,2019-06,292.63572751837825
울산,2019-07,297.8254036829113
울산,2019-08,298.3234239209128
울산,2019-09,305.07525189546755
울산,2019-10,329.5581275170657
울산,2019-11,325.6704980842912
울산,2019-12,322.5506457487472
울산,2020-01,325.2168473909054
울산,2020-02,324.67532467532465
울산,2020-03,318.1154321462148
울산,2020-04,296.3596210016385
울산,2020-05,327.65076365502955
울산,2020-06,359.1192746968091
울산,2020-07,348.73551717836585
울산,2020-08,326.8092636733619
울산,2020-09,343.48470169230563
울산,2020-10,356.2713518789654
울산,2020-11,343.9020298607616
울산,2020-12,296.4414672255982
울산,2021-01,284.5047967233844
울산,2021-02,265.6748140276302
울산,2021-03,327.3638496104606
울산,2021-04,265.66839753652937
울산,2021-05,284.16831456429475
울산,2021-06,276.66132180538585
울산,2021-07,295.0983661220407
울산,2021-08,299.7245573354253
울산,2021-09,296.6360155107461
울산,2021-10,307.07652558794564
울산,2021-11,304.7964825698757
울산,2021-12,283.8537318417098
울산,2022-01,310.46087201772184
울산,2022-02,324.64642106978323
울산,2022-03,284.37604550016727
울산,2022-04,294.1977844900934
울산,2022-05,291.8333765993668
울산,2022-06,284.2277829677628
울산,2022-07,268.2192232207118
울산,2022-08,295.6718373757587
울산,2022-09,300.88115194498175
울산,2022-10,297.92395285029613
울산,2022-11,349.24829563547115
울산,2022-12,361.4356560477431
울산,2023-01,381.63982001421647
울산,2023-02,385.1686241049352
울산,2023-03,389.45865247306244
울산,2023-04,370.5034273246058
울산,2023-05,369.395985847701
울산,2023-06,391.7659503153716
울산,2023-07,394.3812220535573
울산,2023-08,367.95235548527614
울산,2023-09,388.5647023466653
울산,2023-10,356.5708354008192
울산,2023-11,353.77422139189946
울산,2023-12,359.966120835686
울산,2024-01,362.39656757585044
울산,2024-02,371.3019319384973
울산,2024-03,370.6471027751466
울산,2024-04,365.5699176052576
울산,2024-05,372.96092146054787
울산,2024-06,397.44254363227924
울산,2024-07,401.43369175627237
울산,2024-08,391.79697151530127
울산,2024-09,380.7666904912467
울산,2024-10,380.56551117514107
울산,2024-11,367.86005747475747
울산,2024-12,388.2809742322626
울산,2025-01,383.5712302706741
울산,2025-02,366.63307834594076
울산,2025-03,371.4040553342322
울산,2025-04,401.45985401459853
울산,2025-05,397.2572326927396
울산,2025-06,429.4284366334222
울산,2025-07,405.1709370652603
울산,2025-08,388.0766388665839
울산,2025-09,400.23566841180934
울산,2025-10,391.22257144796254
울산,2025-11,418.75654906058924
울산,2025-12,427.18447933056933
인천,2006-01,157.30337078651687
인천,2006-02,163.17266262564888
인천,2006-03,166.95188339270476
인천,2006-04,169.16570549788543
인천,2006-05,162.51489423405135
인천,2006-06,170.96134786917742
인천,2006-07,170.69868738595562
인천,2006-08,176.0268231349539
인천,2006-09,174.901617839965
인천,2006-10,177.31421121251628
인천,2006-11,184.11152945998364
인천,2006-12,181.7262223014317
인천,2007-01,181.4308509185234
인천,2007-02,185.49434242255612
인천,2007-03,183.55303122912852
인천,2007-04,190.4903906981245
인천,2007-05,196.03645397856036
인천,2007-06,203.46897931954635
인천,2007-07,201.76082171680116
인천,2007-08,212.9797066505927
인천,2007-09,217.988290316985
인천,2007-10,226.92761461414403
인천,2007-11,233.48322379799376
인천,2007-12,234.71145564168822
인천,2008-01,238.4848581605574
인천,2008-02,237.12419282986815
인천,2008-03,247.95349389014117
인천,2008-04,263.37722953825636
인천,2008-05,271.8233398179955
인천,2008-06,280.02333527793985
인천,2008-07,283.4041843794282
인천,2008-08,276.77993051057064
인천,2008-09,287.4561987303048
인천,2008-10,282.6522199976446
인천,2008-11,292.38549509994107
인천,2008-12,288.2861681473201
인천,2009-01,280.6974070842888
인천,2009-02,272.7388050234682
인천,2009-03,264.3112600784723
인천,2009-04,274.19280814623306
인천,2009-05,274.96626180836705
인천,2009-06,279.594542576243
인천,2009-07,280.3422489891593
인천,2009-08,286.62420382165607
인천,2009-09,282.9187787339385
인천,2009-10,278.0078078788596
인천,2009-11,275.59923587068863
인천,2009-12,270.19796682718027
인천,2010-01,281.1734361942093
인천,2010-02,280.13468013468014
인천,2010-03,269.5221445221445
인천,2010-04,266.97754275697287
인천,2010-05,269.6871628910464
인천,2010-06,269.28343222272935
인천,2010-07,267.32078494193036
인천,2010-08,265.00668611718936
인천,2010-09,270.683770742615
인천,2010-10,270.63535869903086
인천,2010-11,273.47195481052216
인천,2010-12,275.6928993173066
인천,2011-01,274.2126544645181
인천,2011-02,275.07227437995545
인천,2011-03,268.7624919049033
인천,2011-04,264.0129975629569
인천,2011-05,266.6666666666667
인천,2011-06,262.30831315577075
인천,2011-07,264.27962489343565
인천,2011-08,269.45732547938337
인천,2011-09,264.753138932771
인천,2011-10,265.5554720642656
인천,2011-11,263.48808030112923
인천,2011-12,255.47084568685585
인천,2012-01,262.49020883490834
인천,2012-02,259.8731123418383
인천,2012-03,257.467526182318
인천,2012-04,251.82778229082047
인천,2012-05,256.4177030018103
인천,2012-06,250.16186944493498
인천,2012-07,245.28021406273228
인천,2012-08,245.16679518881637
인천,2012-09,257.93650793650795
인천,2012-10,250.87807325639739
인천,2012-11,251.10223755895825
인천,2012-12,258.9911118959327
인천,2013-01,252.0613202599784
인천,2013-02,255.54047942107644
인천,2013-03,255.41878103516063
인천,2013-04,254.66893039049236
인천,2013-05,258.4246969918047
인천,2013-06,255.55575822553064
인천,2013-07,260.34267450244215
인천,2013-08,260.94276094276097
인천,2013-09,260.1176184013641
인천,2013-10,265.90852077932936
인천,2013-11,267.04498224862886
인천,2013-12,270.906949352179
인천,2014-01,266.94028045413216
인천,2014-02,266.67777870378086
인천,2014-03,268.5269702303446
인천,2014-04,266.73335000416773
인천,2014-05,272.6082307666945
인천,2014-06,270.16820880716307
인천,2014-07,273.1751007613077
인천,2014-08,281.51959379874575
인천,2014-09,276.6984575532791
인천,2014-10,289.8106805838625
인천,2014-11,290.126365938611
인천,2014-12,287.2629811116624
인천,2015-01,285.3778509187398
인천,2015-02,285.02415458937196
인천,2015-03,285.409284326953
인천,2015-04,285.7227019475164
인천,2015-05,290.5009050168997
인천,2015-06,286.1952861952862
인천,2015-07,297.1495348468135
인천,2015-08,299.3517972893341
인천,2015-09,304.46101053129803
인천,2015-10,312.68436578171094
인천,2015-11,319.4218987275488
인천,2015-12,316.358024691358
인천,2016-01,311.3360268001893
인천,2016-02,306.0456559913036
인천,2016-03,301.92349593740937
인천,2016-04,311.55397046020374
인천,2016-05,313.59469712051646
인천,2016-06,316.78486997635935
인천,2016-07,321.57906409403415
인천,2016-08,317.7183038628242
인천,2016-09,323.4146063639155
인천,2016-10,335.326925775221
인천,2016-11,337.00332758904494
인천,2016-12,336.32834472207657
인천,2017-01,325.3253253253253
인천,2017-02,318.4394798266089
인천,2017-03,318.5840707964602
인천,2017-04,323.88543693382707
인천,2017-05,321.9118705172475
인천,2017-06,336.8113244878052
인천,2017-07,338.1576641912659
인천,2017-08,343.5893830251654
인천,2017-09,341.88034188034186
인천,2017-10,336.84962654500384
인천,2017-11,338.55903935957303
인천,2017-12,330.9923129971973
인천,2018-01,334.85360627950445
인천,2018-02,338.25494275035095
인천,2018-03,338.959222153173
인천,2018-04,324.8262982973805
인천,2018-05,333.1789644300824
인천,2018-06,332.0116179291371
인천,2018-07,331.5047484221082
인천,2018-08,339.91962491627595
인천,2018-09,354.31776735114624
인천,2018-10,345.5032456121688
인천,2018-11,338.4325492373728
인천,2018-12,334.044755552482
인천,2019-01,329.9776286353468
인천,2019-02,321.48489627562776
인천,2019-03,323.4165851613154
인천,2019-04,321.1394565717785
인천,2019-05,323.5312797003279
인천,2019-06,328.44163274339405
인천,2019-07,333.44530104293824
인천,2019-08,344.30656267516656
인천,2019-09,344.3871648083741
인천,2019-10,358.15602836879435
인천,2019-11,375.18759379689845
인천,2019-12,371.7098653807514
인천,2020-01,385.4478543217251
인천,2020-02,386.0683618910124
인천,2020-03,348.4494831610537
인천,2020-04,336.9708075876456
인천,2020-05,346.6617754952311
인천,2020-06,362.91971693310666
인천,2020-07,346.8013468013468
인천,2020-08,346.79089026915113
인천,2020-09,354.79718802600746
인천,2020-10,351.7316017316017
인천,2020-11,370.8936771458848
인천,2020-12,406.0447708495163
인천,2021-01,403.33371495970886
인천,2021-02,393.63484087102177
인천,2021-03,397.4284044418469
인천,2021-04,392.25589225589226
인천,2021-05,407.709414381023
인천,2021-06,422.850100274671
인천,2021-07,472.22097316418893
인천,2021-08,494.11764705882354
인천,2021-09,492.2409477724011
인천,2021-10,468.7120177213543
인천,2021-11,465.00244738130203
인천,2021-12,451.47939664185606
인천,2022-01,452.48868778280547
인천,2022-02,457.92159265509866
인천,2022-03,466.9602761713492
인천,2022-04,470.7355478302622
인천,2022-05,466.99745653170993
인천,2022-06,461.3392962221961
인천,2022-07,470.009046727399
인천,2022-08,458.4547823781875
인천,2022-09,460.0970386481512
인천,2022-10,454.67302834689866
인천,2022-11,475.3542407709974
인천,2022-12,466.77791546673507
인천,2023-01,470.7931687911209
인천,2023-02,483.8932734129463
인천,2023-03,462.3910793576603
인천,2023-04,466.90307328605206
인천,2023-05,461.5836835604004
인천,2023-06,453.1010945039426
인천,2023-07,459.08342463992557
인천,2023-08,458.9941672433516
인천,2023-09,446.1799819079514
인천,2023-10,434.7826086956522
인천,2023-11,431.63607031039396
인천,2023-12,448.00309319191564
인천,2024-01,435.99273188332364
인천,2024-02,443.18827976051114
인천,2024-03,440.867687387448
인천,2024-04,451.8489068351391
인천,2024-05,458.9452603471295
인천,2024-06,471.00382853874453
인천,2024-07,492.2587090790909
인천,2024-08,480.1991937396253
인천,2024-09,460.6424285210025
인천,2024-10,461.36101499423296
인천,2024-11,469.6307705510455
인천,2024-12,465.9154870597335
인천,2025-01,450.42291690428345
인천,2025-02,456.77665666757565
인천,2025-03,474.8481065142211
인천,2025-04,471.2566844919786
인천,2025-05,470.6436051300153
인천,2025-06,506.4168213379384
인천,2025-07,461.2794612794613
인천,2025-08,470.70481853090547
인천,2025-09,479.22570325722097
인천,2025-10,517.9029684096054
인천,2025-11,518.0168131628503
인천,2025-12,496.81157090428553
지방광역시_통합,2006-01,150.28833706013887
지방광역시_통합,2006-02,144.61072809820078
지방광역시_통합,2006-03,141.4184407833951
지방광역시_통합,2006-04,141.90317195325542
지방광역시_통합,2006-05,140.11676396997498
지방광역시_통합,2006-06,126.47402705862703
지방광역시_통합,2006-07,141.5434671745556
지방광역시_통합,2006-08,146.05418138987042
지방광역시_통합,2006-09,147.45534209639365
지방광역시_통합,2006-10,147.20478194334413
지방광역시_통합,2006-11,146.24913971094287
지방광역시_통합,2006-12,150.46141500601846
지방광역시_통합,2007-01,147.86967418546365
지방광역시_통합,2007-02,148.53517164441533
지방광역시_통합,2007-03,151.00671140939596
지방광역시_통합,2007-04,151.24414376433322
지방광역시_통합,2007-05,142.91711701423645
지방광역시_통합,2007-06,153.04217991787982
지방광역시_통합,2007-07,162.0664307096028
지방광역시_통합,2007-08,150.02500416736123
지방광역시_통합,2007-09,166.17790811339196
지방광역시_통합,2007-10,160.58729066299608
지방광역시_통합,2007-11,157.15730936946488
지방광역시_통합,2007-12,145.10641237749977
지방광역시_통합,2008-01,157.11181681430722
지방광역시_통합,2008-02,160.01347481893214
지방광역시_통합,2008-03,172.26961030272622
지방광역시_통합,2008-04,170.59868374050453
지방광역시_통합,2008-05,174.8571233242311
지방광역시_통합,2008-06,174.20136838475594
지방광역시_통합,2008-07,163.20544992246903
지방광역시_통합,2008-08,164.34310345993197
지방광역시_통합,2008-09,147.16404731577853
지방광역시_통합,2008-10,147.05379450186476
지방광역시_통합,2008-11,150.06207027870073
지방광역시_통합,2008-12,150.51899854944145
지방광역시_통합,2009-01,154.30281043134116
지방광역시_통합,2009-02,150.60240963855424
지방광역시_통합,2009-03,162.9623069176696
지방광역시_통합,2009-04,172.1051906925513
지방광역시_통합,2009-05,175.80392419566144
지방광역시_통합,2009-06,181.69694949158193
지방광역시_통합,2009-07,169.70026355494514
지방광역시_통합,2009-08,197.67480500662694
지방광역시_통합,2009-09,167.92013034308656
지방광역시_통합,2009-10,179.21146953405017
지방광역시_통합,2009-11,179.3191711605382
지방광역시_통합,2009-12,181.5575728619207
지방광역시_통합,2010-01,181.9421833061997
지방광역시_통합,2010-02,176.53289396257503
지방광역시_통합,2010-03,180.4761683225021
지방광역시_통합,2010-04,182.8896565738671
지방광역시_통합,2010-05,181.4662472780063
지방광역시_통합,2010-06,194.1404871161313
지방광역시_통합,2010-07,184.23082967548817
지방광역시_통합,2010-08,188.77111932421133
지방광역시_통합,2010-09,196.07843137254903
지방광역시_통합,2010-10,200.00261908191652
지방광역시_통합,2010-11,210.41544071636343
지방광역시_통합,2010-12,214.4175209090975
지방광역시_통합,2011-01,216.68616843145685
지방광역시_통합,2011-02,213.1541701481848
지방광역시_통합,2011-03,211.83348946246076
지방광역시_통합,2011-04,213.21182723093202
지방광역시_통합,2011-05,221.19978044425716
지방광역시_통합,2011-06,224.55375332088767
지방광역시_통합,2011-07,223.34433870654496
지방광역시_통합,2011-08,223.8868315066273
지방광역시_통합,2011-09,228.91940624543926
지방광역시_통합,2011-10,230.2763315979175
지방광역시_통합,2011-11,226.6851804209757
지방광역시_통합,2011-12,222.5512668810474
지방광역시_통합,2012-01,227.43878020600192
지방광역시_통합,2012-02,227.6353365326227
지방광역시_통합,2012-03,225.8678078934855
지방광역시_통합,2012-04,227.85634229957805
지방광역시_통합,2012-05,225.94898574010847
지방광역시_통합,2012-06,227.1029861623484
지방광역시_통합,2012-07,223.81114333440746
지방광역시_통합,2012-08,226.5435283004502
지방광역시_통합,2012-09,233.26572008113592
지방광역시_통합,2012-10,234.01666198633342
지방광역시_통합,2012-11,233.3640598871271
지방광역시_통합,2012-12,232.5581395348837
지방광역시_통합,2013-01,234.1936913147707
지방광역시_통합,2013-02,235.3209719226782
지방광역시_통합,2013-03,236.8607117605468
지방광역시_통합,2013-04,241.56948884952203
지방광역시_통합,2013-05,241.38491356065123
지방광역시_통합,2013-06,241.02410241024103
지방광역시_통합,2013-07,242.68594764678318
지방광역시_통합,2013-08,249.20982251398004
지방광역시_통합,2013-09,252.49169435215947
지방광역시_통합,2013-10,251.8921581724294
지방광역시_통합,2013-11,252.5859995188838
지방광역시_통합,2013-12,254.2806927621521
지방광역시_통합,2014-01,256.5406666263776
지방광역시_통합,2014-02,252.12539133311105
지방광역시_통합,2014-03,256.3921583967794
지방광역시_통합,2014-04,253.77335868252692
지방광역시_통합,2014-05,256.5393070893733
지방광역시_통합,2014-06,254.1783545007139
지방광역시_통합,2014-07,258.1262652053202
지방광역시_통합,2014-08,266.71111851975326
지방광역시_통합,2014-09,267.6234866061784
지방광역시_통합,2014-10,269.4320559156457
지방광역시_통합,2014-11,271.7822743688552
지방광역시_통합,2014-12,272.705714963244
지방광역시_통합,2015-01,272.83511269276397
지방광역시_통합,2015-02,273.5156771180787
지방광역시_통합,2015-03,275.9943741871701
지방광역시_통합,2015-04,274.27506213753105
지방광역시_통합,2015-05,277.18801604151923
지방광역시_통합,2015-06,279.256892675423
지방광역시_통합,2015-07,284.9321373405599
지방광역시_통합,2015-08,280.8229159919684
지방광역시_통합,2015-09,286.89367437846397
지방광역시_통합,2015-10,288.68510253828435
지방광역시_통합,2015-11,288.3014338683362
지방광역시_통합,2015-12,282.82828282828285
지방광역시_통합,2016-01,282.585658777817
지방광역시_통합,2016-02,285.0852564705225
지방광역시_통합,2016-03,281.2071330589849
지방광역시_통합,2016-04,288.3173797716526
지방광역시_통합,2016-05,288.96438739618225
지방광역시_통합,2016-06,294.63759575721866
지방광역시_통합,2016-07,298.15172876333645
지방광역시_통합,2016-08,301.4184397163121
지방광역시_통합,2016-09,307.45481798676576
지방광역시_통합,2016-10,308.79652812552166
지방광역시_통합,2016-11,301.42470269633816
지방광역시_통합,2016-12,294.30357774093926
지방광역시_통합,2017-01,298.39294087557016
지방광역시_통합,2017-02,295.5212124223191
지방광역시_통합,2017-03,297.6648761391764
지방광역시_통합,2017-04,301.9064855277496
지방광역시_통합,2017-05,303.89604751464793
지방광역시_통합,2017-06,313.87899052446033
지방광역시_통합,2017-07,318.174283110731
지방광역시_통합,2017-08,315.4863258420446
지방광역시_통합,2017-09,311.71861976996166
지방광역시_통합,2017-10,308.34663378234393
지방광역시_통합,2017-11,306.20657166411496
지방광역시_통합,2017-12,311.78968871428117
지방광역시_통합,2018-01,311.79519154489776
지방광역시_통합,2018-02,315.54004194373636
지방광역시_통합,2018-03,310.21073890417784
지방광역시_통합,2018-04,303.89363722697055
지방광역시_통합,2018-05,305.28800527533485
지방광역시_통합,2018-06,294.1349491146538
지방광역시_통합,2018-07,301.67334433184067
지방광역시_통합,2018-08,312.379779949219
지방광역시_통합,2018-09,321.7739246415472
지방광역시_통합,2018-10,313.57437831460015
지방광역시_통합,2018-11,305.92847808007605
지방광역시_통합,2018-12,302.2480072595829
지방광역시_통합,2019-01,299.60723752819024
지방광역시_통합,2019-02,294.316743934492
지방광역시_통합,2019-03,298.5113927369068
지방광역시_통합,2019-04,300.0478661821886
지방광역시_통합,2019-05,305.31803878819824
지방광역시_통합,2019-06,311.1124190700412
지방광역시_통합,2019-07,313.8432638042266
지방광역시_통합,2019-08,320.08458137722164
지방광역시_통합,2019-09,322.79488671689097
지방광역시_통합,2019-10,331.80374161666083
지방광역시_통합,2019-11,363.5341334315683
지방광역시_통합,2019-12,349.6378938868783
지방광역시_통합,2020-01,348.42172372381276
지방광역시_통합,2020-02,353.011118066074
지방광역시_통합,2020-03,323.2825613926018
지방광역시_통합,2020-04,323.7457501012441
지방광역시_통합,2020-05,333.4850690397464
지방광역시_통합,2020-06,370.6264693679989
지방광역시_통합,2020-07,358.64224789390585
지방광역시_통합,2020-08,354.5194134830823
지방광역시_통합,2020-09,368.50921273031827
지방광역시_통합,2020-10,384.93723849372384
지방광역시_통합,2020-11,365.1476374419125
지방광역시_통합,2020-12,341.2491365808484
지방광역시_통합,2021-01,350.40410001024463
지방광역시_통합,2021-02,349.6542602727229
지방광역시_통합,2021-03,350.1700425550639
지방광역시_통합,2021-04,345.541851049807
지방광역시_통합,2021-05,357.68254934769095
지방광역시_통합,2021-06,347.9765698560717
지방광역시_통합,2021-07,365.6543061171814
지방광역시_통합,2021-08,371.19667183293905
지방광역시_통합,2021-09,370.91597735196945
지방광역시_통합,2021-10,354.98677163665894
지방광역시_통합,2021-11,366.6903241069316
지방광역시_통합,2021-12,361.4031862793233
지방광역시_통합,2022-01,350.109409190372
지방광역시_통합,2022-02,347.43412686302383
지방광역시_통합,2022-03,350.05834305717616
지방광역시_통합,2022-04,361.33808402684224
지방광역시_통합,2022-05,348.98538263033856
지방광역시_통합,2022-06,354.52611675726774
지방광역시_통합,2022-07,346.1306663626146
지방광역시_통합,2022-08,355.93220338983053
지방광역시_통합,2022-09,364.84044418530243
지방광역시_통합,2022-10,367.18685139671067
지방광역시_통합,2022-11,388.2105042189438
지방광역시_통합,2022-12,400.48057669203047
지방광역시_통합,2023-01,428.65869123357254
지방광역시_통합,2023-02,432.00785468826706
지방광역시_통합,2023-03,414.0786749482402
지방광역시_통합,2023-04,413.58566236370467
지방광역시_통합,2023-05,411.7889287605153
지방광역시_통합,2023-06,411.89471569218404
지방광역시_통합,2023-07,418.3052459430728
지방광역시_통합,2023-08,414.8718386147481
지방광역시_통합,2023-09,414.1434701222547
지방광역시_통합,2023-10,399.51573849878935
지방광역시_통합,2023-11,391.7339143219586
지방광역시_통합,2023-12,392.81129653401797
지방광역시_통합,2024-01,397.67672865679947
지방광역시_통합,2024-02,396.2314021338785
지방광역시_통합,2024-03,400.0856479646383
지방광역시_통합,2024-04,406.0023874197983
지방광역시_통합,2024-05,413.05505668280784
지방광역시_통합,2024-06,434.45427352774595
지방광역시_통합,2024-07,442.13329223215317
지방광역시_통합,2024-08,441.2779645458917
지방광역시_통합,2024-09,426.7334320219946
지방광역시_통합,2024-10,423.55532338448944
지방광역시_통합,2024-11,422.76856727511483
지방광역시_통합,2024-12,416.7343860116297
지방광역시_통합,2025-01,413.229300648127
지방광역시_통합,2025-02,402.5897586815774
지방광역시_통합,2025-03,418.1301220939957
지방광역시_통합,2025-04,421.73695615935986
지방광역시_통합,2025-05,431.800265904251
지방광역시_통합,2025-06,452.2062720067831
지방광역시_통합,2025-07,429.7591113215644
지방광역시_통합,2025-08,435.3599338290573
지방광역시_통합,2025-09,444.2631461840836
지방광역시_통합,2025-10,457.69767305076186
지방광역시_통합,2025-11,470.52301305516386
지방광역시_통합,2025-12,454.54545454545456
